x,5621
16805.1,0.782142
17218.8,0.78476
17571.9,0.787087
18004.2,0.788089
18639.8,0.788822
19250,0.787723
19834.7,0.784791
20394.1,0.780026
20826.3,0.773796
21156.8,0.765733
21411,0.75767
21589,0.748874
21741.5,0.739712
21843.2,0.73055
21919.5,0.721754
21995.8,0.712592
22046.6,0.703429
22097.5,0.694267
22199.2,0.685105
x,5354
14302.9,0.776906
14494.6,0.778797
14800.8,0.781492
15360.2,0.78589
16021.2,0.788822
16631.4,0.789921
16996.8,0.790141
17339.9,0.78985
17622.4,0.788251
18004.2,0.785524
18512.7,0.780393
18944.9,0.773429
19250,0.765733
19478.8,0.756937
19656.8,0.748141
19809.3,0.739346
19911,0.730183
20012.7,0.721387
20089,0.712225
20165.3,0.703063
20266.9,0.694267
x,5086
12131.4,0.77123
12639.8,0.776728
13072,0.780759
13605.9,0.785157
14139.8,0.788089
14750,0.790288
15385.6,0.789555
16021.2,0.786257
16529.7,0.780759
16936.4,0.773796
17241.5,0.765733
17470.3,0.757304
17648.3,0.748508
17800.8,0.739712
17902.5,0.73055
18004.2,0.721387
18105.9,0.712592
18207.6,0.703429
